reranked_order,definition_id,example_sn,example_cn,example_en,example_img,pinyin_id,hanzi,frequency_rank
1447,600415,1,通过阅读，我们可以窥探作者的内心世界。,"Through reading, we can glimpse into the author's inner world.",,60041,世界,331
1448,714811,1,经济建设是国家发展的核心任务之一。,Economic construction is one of the core tasks of national development.,,71481,建设,332
1449,4915,1,在数学课上，老师教我们如何进行约分运算。,"In math class, the teacher taught us how to perform reduction operations.",,491,分,333
1450,4918,1,考试得了一百分，他高兴得跳了起来。,He got a hundred points on the exam and jumped with joy.,,491,分,333
1451,4916,1,这块蛋糕被切成两半，每人可以分到二分之一。,"This cake is cut in half, and each person can get one-half.",,491,分,333
1452,4921,1,这些水果含有过多的水分，不宜长期保存。,These fruits contain too much water and are not suitable for long-term storage.,,492,分,333
1453,4923,1,看在老朋友的分上，原谅他吧。,"For the sake of an old friend, forgive him.",,492,分,333
1454,4919,1,他通过捞分（赚钱）改善了自己的生活条件。,He improved his living conditions by earning money (scoring points).,,491,分,333
1455,4922,1,做人要守本分，不要贪图不属于自己的东西。,One should be content with their lot and not covet what doesn't belong to them.,,492,分,333
1456,4917,1,这把尺子的长度是十分米。,The length of this ruler is ten decimeters.,,491,分,333
1457,4925,1,自分不能肩此重任，还需努力提升能力。,I cannot shoulder this important task alone and need to improve my abilities.,,492,分,333
1458,4912,1,这个工作分给你。,This task is assigned to you.,,491,分,333
1459,4911,1,这个国家因为内战而分裂成了两个部分。,This country was split into two parts due to civil war.,,491,分,333
1460,4914,1,他是这个分会的会长，负责组织各类活动。,He is the president of this branch and is responsible for organizing various activities.,,491,分,333
1461,4913,1,我们必须学会分清是非，才能做出正确的判断。,We must learn to distinguish right from wrong in order to make the correct judgment.,,491,分,333
1462,587511,1,科学家最近发现新的基本粒子。,Scientists recently discovered a new fundamental particle.,,58751,发现,334
1463,587512,1,"这两天,我发现他好像有什么心事。","In the past two days, I have noticed that he seems to have something on his mind.",,58751,发现,334
1464,606015,1,我们的工作已经取得了一定的成绩，但仍需继续努力。,"Our work has achieved certain results, but we still need to continue to work hard.",,60601,一定,335
1465,606013,1,我们一定要努力工作，才能实现自己的目标。,We must work hard to achieve our goals.,,60601,一定,335
1466,606011,1,每天工作几小时，学习几小时，休息几小时，都有一定。,"Every day, there is a fixed schedule for working hours, study hours, and rest hours.",,60601,一定,335
1467,606012,1,文章的深浅跟篇幅的长短，并没有一定的关系。,The depth of an article is not necessarily related to its length.,,60601,一定,335
1468,606014,1,一定的文化是一定社会的政治和经济的反映。,A certain culture is a reflection of the politics and economy of a particular society.,,60601,一定,335
1469,5231,1,小麦是单子叶植物禾本科小麦属的一种。,Wheat is a type of monocotyledonous plant belonging to the wheat genus of the grass family.,,523,种,336
1470,5235,1,世界上有两种人，一种是乐观主义者，另一种是悲观主义者。,There are two kinds of people in the world: optimists and pessimists.,,523,种,336
1471,5232,1,黄种人是世界上主要的人种之一。,The yellow race is one of the major races in the world.,,523,种,336
1472,5234,1,世界上有两种人，一种是乐观主义者，另一种是悲观主义者。,There are two kinds of people in the world: optimists and pessimists.,,523,种,336
1473,5236,1,种女士是我们学校新来的英语老师。,Ms. Zhong is the new English teacher at our school.,,523,种,336
1474,5221,1,种田是农民们世代相传的职业。,Farming is a profession passed down through generations of farmers.,,522,种,336
1475,5211,1,种教授在生物学领域有着极高的声誉。,Professor Chong has a very high reputation in the field of biology.,,521,种,336
1476,584411,1,比赛前半小时运动员已经出现在运动场上了。,The athletes were already on the field half an hour before the match.,,58441,出现,337
1477,629211,1,他每天都在钻研技术，希望能在专业领域取得突破。,"He devotes himself to studying technology every day, hoping to make a breakthrough in his professional field.",,62921,技术,338
1478,629212,1,公司正在进行技术改造，以提高生产效率。,The company is carrying out technological transformation to improve production efficiency.,,62921,技术,338
1479,610011,1,外界的事物作用于我们的感觉器官，在我们的头脑中形成形象。,"External things act on our sensory organs, forming images in our minds.",,61001,作用,339
1480,610013,1,这种药物可能会引起一些副作用，需要谨慎使用。,This drug may cause some side effects and should be used with caution.,,61001,作用,339
1481,610012,1,同化作用是生物体吸收营养的重要过程之一。,Assimilation is one of the important processes by which organisms absorb nutrients.,,61001,作用,339
1482,610014,1,他刚才说的那些话是有作用的，让我们重新思考了问题的关键。,"What he said just now was effective, making us rethink the key issues.",,61001,作用,339
1483,651912,1,他通过组织找到了志同道合的朋友。,He found like-minded friends through the organization.,,65191,通过,340
1484,651914,1,大会一致通过决议。,The meeting unanimously passed the resolution.,,65191,通过,340
1485,651913,1,电流通过导线时会产生热量。,"When current passes through a wire, heat is generated.",,65191,通过,340
1486,651911,1,通过老艺人收集民间故事是一项重要的文化保护工作。,Collecting folk stories through veteran artists is an important cultural preservation task.,,65191,通过,340
1487,627616,1,他为逃避纳税四处活动。,He engaged in activities all around to evade tax payment.,,62761,活动,341
1488,627613,1,这个桌子直活动，可能是螺丝松了需要修理一下。,This table keeps moving; it might need repair because the screws are loose.,,62761,活动,341
1489,627615,1,周末我们计划组织一次野外活动，去亲近大自然。,We plan to organize an outdoor activity on the weekend to get closer to nature.,,62761,活动,341
1490,627614,1,孩子们非常喜欢玩这个活动模型，因为它既有趣又富有教育意义。,The children love playing with this movable model because it is both fun and educational.,,62761,活动,341
1491,627612,1,这一带常有游击队活动，因此需要格外小心。,"This area is often frequented by guerrilla activities, so extra caution is needed.",,62761,活动,341
1492,627611,1,坐久了应该站起来活动活动，这样有助于促进血液循环。,"If you sit for a long time, you should stand up and move around to help promote blood circulation.",,62761,活动,341
1493,582612,1,明天你必须来参加这次重要的会议。,You must come to this important meeting tomorrow.,,58261,必须,342
1494,582611,1,学习必须刻苦钻研，才能取得优异的成绩。,Learning requires diligent study in order to achieve excellent results.,,58261,必须,342
1495,629011,1,这位记者深入灾区，报道了当地的真实情况。,The reporter went deep into the disaster area and reported the local situation truthfully.,,62901,记者,343
1496,2911,1,我不会唱歌，只说了个笑话。,"I can't sing, so I just told a joke.",,291,说,344
1497,2914,1,他因为迟到挨说了。,He got scolded for being late.,,291,说,344
1498,2915,1,媒婆正在为她说婆家。,The matchmaker is arranging a marriage for her.,,291,说,344
1499,2916,1,他这段话是说谁呢？,Who is he referring to in this statement?,,291,说,344
1500,2913,1,这是一种古老的学说。,This is an ancient theory.,,291,说,344
1501,2921,1,他是一位擅长游说的外交官。,He is a diplomat skilled in persuasion.,,292,说,344
1502,2912,1,一说就明白。,"Once it's said, it's understood.",,291,说,344
1503,3411,1,商家正在准备发货，确保顾客能尽快收到商品。,The merchant is preparing to ship the goods to ensure customers can receive them as soon as possible.,,341,发,345
1504,3417,1,面发了，可以开始蒸馒头了。,"The dough has risen, so we can start steaming the buns.",,341,发,345
1505,3413,1,春天来了，种子开始发芽，大地充满了生机。,"Spring has arrived, the seeds have started to sprout, and the earth is full of vitality.",,341,发,345
1506,3415,1,公司近年来发展迅速，业务范围不断扩大。,"The company has developed rapidly in recent years, with its business scope continuously expanding.",,341,发,345
1507,3416,1,通过努力经营，他们终于实现了发家致富的梦想。,"Through hard work, they finally realized their dream of becoming wealthy.",,341,发,345
1508,3424,1,这次活动由他发起，得到了大家的积极响应。,This event was initiated by him and received an enthusiastic response from everyone.,,341,发,345
1509,3414,1,他在学术期刊上发表了一篇重要的论文。,He published an important paper in an academic journal.,,341,发,345
1510,3425,1,这部电影的内容发人深省，值得一看。,The content of this movie is thought-provoking and worth watching.,,341,发,345
