rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
11010,1,傻瓜,shǎ guā,,,名,傻子,别当傻瓜。｜他像个傻瓜。,fool
11011,1,税金,shuì jīn,,,名,税款,要按时交税金。｜税金负担很重。,tax payment
11012,1,传闻,chuán wén,,,名,人们相传而未经证实的消息,不要轻信传闻,rumor
11012,2,传闻,chuán wén,,,动,从传言中听说,传闻那里好找工作。,hear through rumors
11013,1,费力,fèi lì,,,动,耗费力气；吃力,费力不讨好｜李老师腿不好，走路很费力。,exert effort
11014,1,重灾,zhòng zāi,,,名,严重的自然灾害,重灾区,severe disaster
11015,1,蒙古族,měng gǔ zú,,,名,我国少数民族之一。主要分布在内蒙古、吉林、黑龙江、辽宁、宁夏、新疆、甘肃、青海。简称蒙族,蒙古族能歌善舞。｜蒙古族住在草原。,Mongol ethnic group
11015,2,蒙古族,měng gǔ zú,,,名,蒙古国人数最多的民族,蒙古族是主要民族。｜蒙古族文化丰富。,Mongol people
11016,1,泛指,fàn zhǐ,,,动,不是指具体的人或事，而是指某一种人或某一类事,我的话是泛指有这种思想倾向的人，并不是具体指谁。,refer generally
11016,2,泛指,fàn zhǐ,,,动,释词术语，当某一词的所指范围扩大时，用“泛指”指明扩大的词义,这个词是泛指。｜泛指一般情况。,general reference
11017,1,行政处罚,xíng zhèng chǔ fá,,,,国家行政主管机关对违反行政法规应受惩罚的当事人依法给予的制裁。包括警告、罚款、没收违法所得、没收非法财物、责令停产或停业、暂扣或吊销许可证或执照、行政拘留等,他受到行政处罚。｜行政处罚已下达。,administrative penalty
11018,1,水污染,shuǐ wū rǎn,,,名,工业废水、生活污水、农药、化肥以及其他废弃物进入江、河、湖、海等水体，其污染程度超过原有水体自净能力所造成的水体变质现象,水污染很严重。｜治理水污染迫切。,water pollution
11020,1,远洋,yuǎn yáng,,,名,离大陆远的海洋,远洋货轮｜远洋作业,ocean
11023,1,执勤,zhí qín,,,动,执行勤务,上岗执勤,be on duty
11025,1,款待,kuǎn dài,,,动,真诚地接待；特指宴请,盛情款待来客｜受到朋友的款待,entertain
11029,1,马队,mǎ duì,,,名,结队而行的马。多用来驮运货物,马队运来了货物。｜马队行走缓慢。,caravan
11029,2,马队,mǎ duì,,,名,骑兵队伍,马队冲锋陷阵。｜马队训练有素。,cavalry
11030,1,沉寂,chén jì,,,形,十分寂静，没有一点声响,沉寂的山林,silent
11030,2,沉寂,chén jì,,,形,没有任何消息,音信沉寂,no news
11032,1,荒谬,huāng miù,,,形,极端错误，毫无道理,荒谬的言论｜这个观点荒谬得很。,absurd
11033,1,说起来,shuō qǐ lái,,,,提到（某事）,这件事说起来大伙儿都有意见。,mention
11034,1,法家,fǎ jiā,,,名,先秦时期的一个学派，崇尚法治，反对礼治。代表人物有商鞅、韩非等,法家强调法治。｜法家思想影响大。,Legalist school
11035,1,下马,xià mǎ,,,动,比喻某项工作停止进行,违规工程必须下马。,discontinue
11035,2,下马,xià mǎ,,,动,从马背上下来,他下马休息。｜下马后牵着走。,dismount
11036,1,微波,wēi bō,,,名,细小的水波,微波荡漾,ripple
11036,2,微波,wēi bō,,,名,"波长为1米至1毫米，频率为300—300,000兆赫的无线电波。微波的方向性很强，主要应用于通信、雷达、电视等方面",微波传递,microwave
11037,1,女郎,nǚ láng,,,名,年轻的女性,妙龄女郎,young woman
11039,1,轮椅,lún yǐ,,,名,供行走困难的人使用的特制的有轮子的坐具，可以用手操作轮盘或摇柄驱动,他坐着轮椅。｜轮椅很方便。,wheelchair
11040,1,分级,fēn jí,,,动,区分等级,分级定价,grade
11041,1,索取,suǒ qǔ,,,动,讨取；要回,索取旧账｜索取报酬,demand
11042,1,祭祀,jì sì,,,动,置备供品对神灵或祖先行礼，表示崇敬并祈求护佑,祭祀祖先传统。｜举行祭祀仪式。,offer sacrifices
11043,1,无几,wú jǐ,,,动,没有多少,寥寥无几｜相差无几,few
11044,1,个位,gè wèi,,,名,十进制计数的基础的一位。个位以上有十位、百位等，个位以下有十分位、百分位等,个位数字是5。｜计算到个位。,units place
11045,1,嫁接,jià jiē,,,动,把一种植物的枝或芽移接到另一种植物上，使两者结合为新的植株,嫁接果树,graft
11046,1,鞭炮,biān pào,,,名,鞭形的成串的小爆竹；泛指各种爆竹,鞭炮声响不停。｜过年放鞭炮。,firecracker
11047,1,法理,fǎ lǐ,,,名,法和道理,法理难容,legal principle
11047,2,法理,fǎ lǐ,,,名,法学理论,他研究法理。｜法理很有深度。,jurisprudence
11047,3,法理,fǎ lǐ,,,名,佛法的义理,讲解法理精深。｜法理蕴含智慧。,Buddhist doctrine
11048,1,说明书,shuō míng shū,,,名,说明商品的用途、规格、性能及使用方法等的文字,请看产品说明书。｜说明书很详细。,instruction manual
11048,2,说明书,shuō míng shū,,,名,介绍电影、戏剧等故事梗概的文字,电影说明书有趣。｜说明书介绍剧情。,synopsis
11052,1,低廉,dī lián,,,形,价钱低；便宜,价格低廉,low-priced
11053,1,量子,liàng zǐ,,,名,在微观领域中，某些物理量的变化不是连续的，而是以最小单位的整数倍进行的，这个最小单位叫做量子,量子物理很难。｜量子理论重要。,quantum
11054,1,印发,yìn fā,,,动,印刷后下发或散发,印发文件,print and distribute
11055,1,嘴角,zuǐ jiǎo,,,名,嘴边上下唇相接的部分,嘴角有颗痣。｜嘴角微微上扬。,corner of the mouth
11057,1,病症,bìng zhèng,,,名,疾病,治愈许多疑难病症,disease
11058,1,河畔,hé pàn,,,名,河边,我们在河畔散步。｜河畔风景优美。,riverside
11059,1,发电机,fā diàn jī,,,名,将机械能、热能或核能等转换为电能的机械。常用的有直流发电机和交流发电机,发电机在运转。｜发电机供电。,generator
11060,1,夜色,yè sè,,,名,夜晚的景色,夜色渐浓｜夜色迷人,night scene
11061,1,金字塔,jīn zì tǎ,,,名,古代埃及、美洲等地用石头建成的建筑物，古代埃及的是法老陵墓，古代美洲的是宗教建筑。因远看像汉字的“金”，故称,金字塔很神秘。｜参观埃及金字塔。,pyramid
11062,1,殊荣,shū róng,,,名,特殊的荣誉,获得殊荣不易。｜这是巨大殊荣。,special honor
11064,1,双拥,shuāng yōng,,,动,拥军优属、拥政爱民的简称,开展双拥活动。｜双拥工作重要。,support the army and cherish the people
11065,1,巡视,xún shì,,,动,（领导）到各处视察,巡视大江南北｜司令员到连队巡视战备情况。,inspect
11065,2,巡视,xún shì,,,动,（目光）来回扫视；向四处看,巡视考场,scan
11066,1,每每,měi měi,,,副,常常；往往,他每每工作到深夜。,often
11067,1,广交,guǎng jiāo,,,动,广泛、普遍地结交（朋友）,他喜欢广交朋友。｜广交天下友。,make friends widely
11068,1,广电,guǎng diàn,,,名,广播和电视,广电行业发展快。｜广电节目丰富。,broadcasting and television
11070,1,营利,yíng lì,,,动,谋求利润,不能只图营利，不顾信誉。,seek profit
11071,1,大妈,dà mā,,,名,对年长妇女的尊称,张大妈,aunt
11071,2,大妈,dà mā,,,名,对伯父妻子的称呼,大妈很慈祥。,aunt (father's elder brother's wife)
11072,1,亲朋,qīn péng,,,名,亲戚和朋友,亲朋故旧,relatives and friends
11073,1,间隔,jiàn gé,,,动,在时间或空间上隔开，形成距离,两次测验之间至少间隔四周。,space
11073,2,间隔,jiàn gé,,,名,时间或空间上的距离,两节课之间不能没有间隔｜两个字之间要留有一定的间隔。,interval
11075,1,聘任,pìn rèn,,,动,聘请某人担任（一定职务）,聘任校外辅导员｜另行聘任,appoint
11076,1,寥寥,liáo liáo,,,形,很少,寥寥无几｜寥寥数语,very few
11078,1,抢占,qiǎng zhàn,,,动,抢先占领或占有,抢占有利地形｜抢占座位,preempt
11078,2,抢占,qiǎng zhàn,,,动,非法夺取并占有,抢占宅基地｜抢占公物,seize illegally
11079,1,富国,fù guó,,,动,使国家富足,富国富民,enrich the country
11079,2,富国,fù guó,,,名,富足的国家,富国援助穷国。｜富国经济发达。,wealthy nation
11080,1,保税区,bǎo shuì qū,,,名,经主权国家政府批准设立的特殊经济区域。由海关实行隔离监管，对自由进出的境外商人和商品，在税收、外汇管理等方面给予特殊优惠,货物进入保税区。｜保税区有优惠。,bonded zone
11081,1,宽带,kuān dài,,,名,一种传输信息多而快的电子计算机网络通道，传输速度超过2兆比特/秒,安装了宽带网络。｜宽带速度很快。,broadband
11082,1,镇定,zhèn dìng,,,形,在紧急情况下沉着而不慌乱,神情镇定,calm
11082,2,镇定,zhèn dìng,,,动,使镇定,镇定情绪,calm down
11083,1,外销,wài xiāo,,,动,产品向国外或外地销售（跟“内销”相区别）,产品全部外销｜外销渠道,export
11084,1,陷阱,xiàn jǐng,,,名,比喻陷害人的圈套,小心商业陷阱。｜避免落入陷阱。,trap
11084,2,陷阱,xiàn jǐng,,,名,为捕捉野兽或敌人而挖的坑。坑上遮盖着伪装物，使来者不易发觉而跌入坑内,猎人设了陷阱。｜陷阱捕获了猎物。,pitfall
11085,1,喝彩,hè cǎi,,,动,大声喊好，表示赞赏,全场喝彩｜喝彩声不断,applaud
11086,1,谋生,móu shēng,,,动,谋求生计,靠打工谋生,earn a living
11087,1,潜心,qián xīn,,,动,深入地用心研究,他早年曾潜心于考古学｜潜心研究,devote oneself to
11088,1,射手,shè shǒu,,,名,指足球等比赛中擅长射门的运动员,这位射手射门非常精准｜他是球队的最佳射手,shooter
11088,2,射手,shè shǒu,,,名,熟练使用弓箭或其他射击武器的人,这位射手箭法十分高超｜古代射手能百步穿杨,marksman
11090,1,雇用,gù yòng,,,动,出钱让人做事,雇用民工,employ
11092,1,武林,wǔ lín,,,名,武术界,武林轶事｜武林新秀,martial arts circles
11093,1,关照,guān zhào,,,动,提醒；告诉,你关照小刘一声，明天早点儿起床。,notify
11093,2,关照,guān zhào,,,动,关心照料,一定要多多关照下岗人员。,look after
11094,1,题写,tí xiě,,,动,书写（书名、匾额等）,题写馆名,inscribe
11095,1,回扣,huí kòu,,,名,经济活动中卖方返还给买主或付给中介的钱。因这笔钱从买主支付的货款中扣出，故称,这笔交易他拿了大量回扣｜供应商给了采购员回扣,kickback
11095,2,回扣,huí kòu,,,名,泛指其他活动中有收入的一方付给中介或经办人的好处费,中介收取了高额回扣｜他通过回扣获取不正当利益,commission
11096,1,工序,gōng xù,,,名,生产过程中的每一道程序。一个产品或零件一般都要经过若干道工序才能制成,这道工序需要特别仔细｜生产需要经过多道工序,process
11096,2,工序,gōng xù,,,名,生产过程中各个加工环节的先后次序,生产要按工序进行。,procedure
11097,1,瓦解,wǎ jiě,,,动,像瓦器碎裂那样分裂,土崩瓦解｜防线全部瓦解,disintegrate
11097,2,瓦解,wǎ jiě,,,动,使分裂或解体,瓦解敌人,break up
11098,1,用计,yòng jì,,,动,使用计谋,用计把他支开,use strategy
11099,1,素质教育,sù zhì jiào yù,,,,依据人和社会发展的实际需要，以全面促进受教育者德、智、体、美的发展，着重培养创新精神、实践能力和发展个性为目标的教育,学校重视素质教育｜素质教育注重全面发展,quality education
11100,1,昌盛,chāng shèng,,,形,（国家、民族等）兴旺强盛,繁荣昌盛的祖国,prosperous
11102,1,管家,guǎn jiā,,,名,旧指有钱人家雇来管理家务和其他仆役的地位较高的仆人；现比喻为集体掌管财物或管理日常生活的人,老王是咱厂的好管家。,steward
11103,1,化纤,huà xiān,,,名,化学纤维的简称,这件衣服是化纤面料｜化纤制品价格便宜,chemical fiber
11104,1,改名,gǎi míng,,,动,改变名称或名字,商店改名以后，也改进了服务措施｜改名换姓,rename
11105,1,硕果,shuò guǒ,,,名,大的果实；比喻巨大的成就,秋来硕果累累｜科研结硕果,"large fruit; metaphorically, great achievement"
11107,1,雄伟,xióng wěi,,,形,高大而有气势,雄伟的泰山｜纪念碑巍峨雄伟,grand and imposing
11107,2,雄伟,xióng wěi,,,形,高大壮实,英俊雄伟,tall and sturdy
11108,1,驱使,qū shǐ,,,动,推动；促使,嫉妒心驱使她干出了蠢事。,drive; urge
11108,2,驱使,qū shǐ,,,动,差遣；迫使人去做,受人驱使,order about; compel someone to do something
11110,1,安琪儿,ān qí ér,,,名,英语 angel 音译。天使。,她像安琪儿一样纯洁｜安琪儿在天空飞翔,angel
11111,1,科学性,kē xué xìng,,,名,合乎科学的性质,科普图书要注重科学性与趣味性相结合。,scientific nature
11112,1,阳台,yáng tái,,,名,楼房一侧伸出墙外围有栏杆的小平台，供晒太阳、乘凉等用,我在阳台晒太阳｜阳台摆满了花草,balcony
11113,1,郊外,jiāo wài,,,名,城市周围的地方,疗养院建在郊外,outskirts
11114,1,万岁,wàn suì,,,动,活一万年，永远存在（用于祝福）,祝祖国万岁｜友谊万岁,"live ten thousand years, exist forever (used in blessings)"
11114,2,万岁,wàn suì,,,名,封建时代对皇帝的敬称,臣等叩见万岁｜万岁驾临,Your Majesty (in feudal times)
11115,1,主宰,zhǔ zǎi,,,名,起统治、支配作用的人或势力,人是万物的主宰,ruler; dominant force
11115,2,主宰,zhǔ zǎi,,,动,统治；支配,主宰天下｜主宰着自己的命运。,dominate; control
11116,1,自大,zì dà,,,形,自以为比谁都强，看不起别人,狂妄自大,arrogant
11117,1,火热,huǒ rè,,,形,像火一样炽热,火热的岩浆,fiery hot
11117,2,火热,huǒ rè,,,形,比喻紧张激烈,作家要投身到火热的生活中去。,intense and fierce
11117,3,火热,huǒ rè,,,形,比喻亲热,他们来往密切，打得火热。,affectionate
11118,1,电话会议,diàn huà huì yì,,,,不在一地的人员通过电话举行的会议,我们召开电话会议｜电话会议很方便,teleconference
11120,1,以人为本,yǐ rén wéi běn,,,,指树立人是根本的价值观念。一切工作都以满足人民的物质和文化需求、促进人的全面发展、实现广大人民的根本利益为出发点和归宿,公司坚持以人为本｜以人为本是基本原则,people-oriented
